Employee Number,Attrition,Age,Gender,Marital Status,Department,Job Role,BusinessTravel,Daily Rate,Standard Hours,Hourly Rate,Distance From Home,Education,Education Field,Employee Count,Environment Satisfaction,Job Involvement,Job Level,Job Satisfaction,Monthly Income,Monthly Rate,Number Companies Worked,Over 18,Over Time,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Stock Option Level,Total Working Experience,Training Times Last Year,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Current Manager
1222,No,45,Male,Married,Research & Development,Healthcare Representative,Non-Travel,1238,80,74,1,1,Life Sciences,1,3,2,3,3,10748,3395,3,Y,No,23,4,4,1,25,3,2,23,15,14,4
1223,Yes,24,Male,Married,Human Resources,Human Resources,Travel_Rarely,240,80,58,22,1,Human Resources,1,4,1,1,3,1555,11585,1,Y,No,11,3,3,1,1,2,3,1,0,0,0
1224,Yes,47,Male,Married,Sales,Sales Executive,Travel_Frequently,1093,80,82,9,3,Life Sciences,1,3,1,4,3,12936,24164,7,Y,No,11,3,3,0,25,3,1,23,5,14,10
1225,No,26,Male,Married,Research & Development,Laboratory Technician,Travel_Rarely,390,80,62,17,4,Medical,1,4,1,1,3,2305,6217,1,Y,No,15,3,3,3,3,3,4,3,2,0,2
1226,No,45,Female,Single,Research & Development,Research Director,Travel_Rarely,1005,80,48,28,2,Technical Degree,1,4,2,4,2,16704,17119,1,Y,No,11,3,3,0,21,2,3,21,6,8,6
1227,No,32,Male,Married,Research & Development,Research Scientist,Travel_Frequently,585,80,56,10,3,Life Sciences,1,1,3,1,3,3433,17360,6,Y,No,13,3,1,1,10,3,2,5,2,1,3
1228,No,31,Male,Married,Research & Development,Laboratory Technician,Travel_Rarely,741,80,69,2,4,Life Sciences,1,2,3,1,3,3477,18103,1,Y,No,14,3,4,1,6,2,4,5,2,0,3
1229,No,41,Male,Married,Human Resources,Human Resources,Non-Travel,552,80,60,4,3,Human Resources,1,3,1,2,2,6430,20794,6,Y,No,19,3,2,1,10,4,3,3,2,1,2
1230,No,40,Female,Married,Research & Development,Manufacturing Director,Travel_Rarely,369,80,92,8,2,Life Sciences,1,2,3,2,1,6516,5041,2,Y,Yes,16,3,2,1,18,3,3,1,0,0,0
1231,No,24,Male,Divorced,Research & Development,Laboratory Technician,Travel_Rarely,506,80,91,29,1,Medical,1,2,3,1,1,3907,3622,1,Y,No,13,3,2,3,6,2,4,6,2,1,2
1232,No,46,Male,Single,Research & Development,Healthcare Representative,Travel_Rarely,717,80,34,13,4,Life Sciences,1,3,3,2,2,5562,9697,6,Y,No,14,3,4,0,19,3,3,10,7,0,9
1233,No,35,Male,Married,Research & Development,Manufacturing Director,Travel_Rarely,1370,80,49,27,4,Life Sciences,1,4,3,2,3,6883,5151,2,Y,No,16,3,2,1,17,3,3,7,7,0,7
1234,No,30,Male,Married,Research & Development,Research Scientist,Travel_Rarely,793,80,33,16,1,Life Sciences,1,2,3,1,4,2862,3811,1,Y,No,12,3,2,1,10,2,2,10,0,0,8
1235,No,47,Male,Married,Sales,Sales Executive,Non-Travel,543,80,87,2,4,Marketing,1,3,3,2,2,4978,3536,7,Y,No,11,3,4,1,4,3,1,1,0,0,0
1236,No,46,Male,Divorced,Sales,Sales Executive,Travel_Rarely,1277,80,74,2,3,Life Sciences,1,3,3,3,4,10368,5596,4,Y,Yes,12,3,2,1,13,5,2,10,6,0,3
1237,Yes,36,Male,Divorced,Sales,Sales Executive,Travel_Rarely,1456,80,96,13,5,Marketing,1,2,2,2,1,6134,8658,5,Y,Yes,13,3,2,3,16,3,3,2,2,2,2
1238,Yes,32,Male,Single,Sales,Sales Executive,Travel_Rarely,964,80,34,1,2,Life Sciences,1,1,1,2,2,6735,12147,6,Y,No,15,3,2,0,10,2,3,0,0,0,0
1239,No,23,Female,Single,Research & Development,Laboratory Technician,Travel_Rarely,160,80,51,4,1,Medical,1,3,3,1,2,3295,12862,1,Y,No,13,3,3,0,3,3,1,3,2,1,2
1240,No,31,Female,Single,Research & Development,Manufacturing Director,Travel_Frequently,163,80,30,24,1,Technical Degree,1,4,3,2,4,5238,6670,2,Y,No,20,4,4,0,9,3,2,5,4,1,4
1241,No,39,Male,Married,Research & Development,Laboratory Technician,Non-Travel,792,80,77,1,3,Life Sciences,1,4,3,2,4,6472,8989,1,Y,Yes,15,3,4,1,9,2,3,9,8,5,8
1242,No,32,Male,Married,Sales,Sales Executive,Travel_Rarely,371,80,80,19,3,Life Sciences,1,4,1,3,3,9610,3840,3,Y,No,13,3,3,1,10,2,1,4,3,0,2
1243,No,40,Male,Single,Sales,Manager,Travel_Rarely,611,80,88,7,4,Medical,1,2,3,5,2,19833,4349,1,Y,No,14,3,2,0,21,3,2,21,8,12,8
1244,No,45,Female,Married,Human Resources,Human Resources,Travel_Rarely,176,80,56,4,3,Life Sciences,1,3,1,3,3,9756,6595,4,Y,No,21,4,3,2,9,2,4,5,0,0,3
1245,No,30,Female,Single,Research & Development,Research Scientist,Travel_Frequently,1312,80,78,2,4,Technical Degree,1,4,2,1,1,4968,26427,0,Y,No,16,3,4,0,10,2,3,9,7,0,7
1246,No,24,Male,Married,Human Resources,Human Resources,Travel_Frequently,897,80,59,10,3,Medical,1,1,3,1,4,2145,2097,0,Y,No,14,3,4,1,3,2,3,2,2,2,1
1247,Yes,30,Female,Divorced,Human Resources,Human Resources,Travel_Frequently,600,80,66,8,3,Human Resources,1,3,2,1,4,2180,9732,6,Y,No,11,3,3,1,6,0,2,4,2,1,2
1248,No,31,Male,Married,Sales,Sales Executive,Travel_Rarely,1003,80,51,5,3,Technical Degree,1,1,3,2,3,8346,20943,1,Y,No,19,3,3,1,6,3,3,5,2,0,2
1249,No,27,Female,Single,Research & Development,Research Scientist,Travel_Rarely,1054,80,67,8,3,Medical,1,3,3,1,4,3445,6152,1,Y,No,11,3,3,0,6,5,2,6,2,1,4
1250,Yes,29,Female,Single,Sales,Sales Representative,Travel_Rarely,428,80,52,9,3,Marketing,1,2,1,1,2,2760,14630,1,Y,No,13,3,3,0,2,3,3,2,2,2,2
1251,No,29,Male,Single,Research & Development,Healthcare Representative,Travel_Frequently,461,80,70,1,3,Life Sciences,1,4,4,2,3,6294,23060,8,Y,Yes,12,3,4,0,10,5,4,3,2,0,2
1252,No,30,Male,Divorced,Sales,Sales Executive,Travel_Rarely,979,80,94,15,2,Marketing,1,3,2,3,1,7140,3088,2,Y,No,11,3,1,1,12,2,3,7,7,1,7
1253,No,34,Male,Married,Research & Development,Research Scientist,Travel_Rarely,181,80,97,2,4,Medical,1,4,4,1,4,2932,5586,0,Y,Yes,14,3,1,3,6,3,3,5,0,1,2
1254,No,33,Female,Single,Sales,Sales Executive,Non-Travel,1283,80,62,2,3,Marketing,1,4,3,2,2,5147,10697,8,Y,No,15,3,4,0,13,2,2,11,7,1,7
1255,No,49,Female,Single,Sales,Sales Executive,Travel_Rarely,1313,80,80,11,4,Marketing,1,4,3,2,4,4507,8191,3,Y,No,12,3,3,0,8,1,4,5,1,0,4
1256,Yes,33,Female,Single,Sales,Sales Executive,Travel_Rarely,211,80,74,16,3,Life Sciences,1,1,3,3,1,8564,10092,2,Y,Yes,20,4,3,0,11,2,2,0,0,0,0
1257,No,38,Female,Married,Research & Development,Laboratory Technician,Travel_Frequently,594,80,75,2,2,Medical,1,3,2,1,2,2468,15963,4,Y,No,14,3,2,1,9,4,2,6,1,0,5
1258,Yes,31,Male,Married,Sales,Sales Executive,Travel_Rarely,1079,80,70,16,4,Marketing,1,1,3,3,3,8161,19002,2,Y,No,13,3,1,3,10,2,3,1,0,0,0
1259,No,29,Female,Divorced,Research & Development,Research Scientist,Travel_Rarely,590,80,91,4,3,Technical Degree,1,4,2,1,1,2109,10007,1,Y,No,13,3,3,1,1,2,3,1,0,0,0
1260,No,30,Male,Married,Research & Development,Healthcare Representative,Travel_Rarely,305,80,58,16,3,Life Sciences,1,3,4,2,3,5294,9128,3,Y,No,16,3,3,1,10,3,3,7,0,1,7
1261,No,32,Male,Single,Research & Development,Research Scientist,Non-Travel,953,80,65,5,4,Technical Degree,1,2,3,1,2,2718,17674,2,Y,No,14,3,2,0,12,3,3,7,7,0,7
1262,No,38,Male,Married,Research & Development,Healthcare Representative,Travel_Rarely,833,80,60,18,3,Medical,1,2,1,2,4,5811,24539,3,Y,Yes,16,3,3,1,15,2,3,1,0,1,0
1263,Yes,43,Male,Married,Research & Development,Research Scientist,Travel_Frequently,807,80,38,17,3,Technical Degree,1,3,2,1,3,2437,15587,9,Y,Yes,16,3,4,1,6,4,3,1,0,0,0
1264,No,42,Male,Divorced,Research & Development,Laboratory Technician,Travel_Rarely,855,80,57,12,3,Medical,1,2,3,1,2,2766,8952,8,Y,No,22,4,2,3,7,6,2,5,3,0,4
1265,No,55,Male,Married,Research & Development,Research Director,Travel_Rarely,478,80,60,2,3,Medical,1,3,2,5,1,19038,19805,8,Y,No,12,3,2,3,34,2,3,1,0,0,0
1266,No,33,Male,Divorced,Research & Development,Research Scientist,Non-Travel,775,80,90,4,3,Technical Degree,1,4,3,2,2,3055,6194,5,Y,No,15,3,4,2,11,2,2,9,8,1,7
1267,No,41,Male,Divorced,Research & Development,Laboratory Technician,Travel_Rarely,548,80,94,9,4,Life Sciences,1,3,3,1,1,2289,20520,1,Y,No,20,4,2,2,5,2,3,5,3,0,4
1268,No,34,Male,Divorced,Sales,Sales Executive,Non-Travel,1375,80,87,10,3,Life Sciences,1,4,3,2,3,4001,12313,1,Y,Yes,14,3,3,1,15,3,3,15,14,0,7
1269,No,53,Female,Married,Research & Development,Manufacturing Director,Non-Travel,661,80,60,1,4,Medical,1,1,2,4,3,12965,22308,4,Y,Yes,20,4,4,3,27,2,2,3,2,0,2
1270,No,43,Male,Single,Human Resources,Human Resources,Travel_Rarely,244,80,97,2,3,Life Sciences,1,2,3,1,4,3539,5033,0,Y,No,13,3,2,0,10,5,3,9,7,1,8
1271,No,34,Female,Single,Sales,Sales Executive,Travel_Rarely,511,80,32,3,2,Life Sciences,1,4,1,2,4,6029,25353,5,Y,No,12,3,1,0,6,3,3,2,2,2,2
1272,Yes,21,Male,Single,Sales,Sales Representative,Travel_Rarely,337,80,31,7,1,Marketing,1,2,3,1,2,2679,4567,1,Y,No,13,3,2,0,1,3,3,1,0,1,0
1273,No,38,Female,Married,Research & Development,Laboratory Technician,Travel_Rarely,1153,80,40,6,2,Other,1,4,2,1,3,3702,16376,1,Y,No,11,3,2,1,5,3,3,5,4,0,4
1274,Yes,22,Female,Married,Research & Development,Laboratory Technician,Travel_Rarely,1294,80,79,8,1,Medical,1,3,3,1,1,2398,15999,1,Y,Yes,17,3,3,0,1,6,3,1,0,0,0
1275,No,31,Female,Married,Sales,Sales Executive,Travel_Rarely,196,80,91,29,4,Marketing,1,1,2,2,4,5468,13402,1,Y,No,14,3,1,2,13,3,3,12,7,5,7
1276,No,51,Female,Married,Research & Development,Manager,Travel_Rarely,942,80,53,3,3,Technical Degree,1,1,3,3,3,13116,22984,2,Y,No,11,3,4,0,15,2,3,2,2,2,2
1277,No,37,Male,Married,Sales,Sales Executive,Travel_Rarely,589,80,46,9,2,Marketing,1,2,2,2,2,4189,8800,1,Y,No,14,3,1,2,5,2,3,5,2,0,3
1278,No,46,Male,Divorced,Research & Development,Research Director,Travel_Rarely,734,80,46,2,4,Medical,1,3,3,5,4,19328,14218,7,Y,Yes,17,3,3,1,24,3,3,2,1,2,2
1279,No,36,Male,Married,Research & Development,Healthcare Representative,Travel_Rarely,1383,80,90,10,3,Life Sciences,1,4,3,3,1,8321,25949,7,Y,Yes,13,3,4,1,15,1,3,12,8,5,7
1280,Yes,44,Male,Divorced,Research & Development,Research Scientist,Travel_Frequently,429,80,99,1,2,Medical,1,3,3,1,2,2342,11092,1,Y,Yes,12,3,3,3,6,2,2,5,3,2,3
1281,No,37,Male,Divorced,Human Resources,Human Resources,Travel_Rarely,1239,80,89,8,2,Other,1,3,3,2,2,4071,12832,2,Y,No,13,3,3,0,19,4,2,10,0,4,7
1282,Yes,35,Male,Single,Sales,Sales Executive,Travel_Rarely,303,80,84,27,3,Life Sciences,1,3,3,2,4,5813,13492,1,Y,Yes,18,3,4,0,10,2,3,10,7,7,7
1283,No,33,Male,Married,Research & Development,Research Scientist,Travel_Rarely,867,80,90,8,4,Life Sciences,1,4,4,1,1,3143,6076,6,Y,No,19,3,2,1,14,1,3,10,8,7,6
1284,No,28,Male,Married,Research & Development,Research Scientist,Travel_Rarely,1181,80,82,1,3,Life Sciences,1,3,3,1,4,2044,5531,1,Y,No,11,3,3,1,5,6,4,5,3,0,3
1285,No,39,Male,Single,Research & Development,Research Director,Travel_Rarely,1253,80,65,10,1,Medical,1,3,3,3,3,13464,7914,7,Y,No,21,4,3,0,9,3,3,4,3,2,2
1286,No,46,Male,Single,Sales,Sales Executive,Non-Travel,849,80,98,26,2,Life Sciences,1,2,2,2,2,7991,25166,8,Y,No,15,3,3,0,6,3,3,2,2,2,2
1287,No,40,Female,Married,Research & Development,Laboratory Technician,Travel_Rarely,616,80,99,2,2,Life Sciences,1,3,3,1,1,3377,25605,4,Y,No,17,3,4,1,7,5,2,4,3,0,2
1288,No,42,Male,Married,Research & Development,Healthcare Representative,Travel_Rarely,1128,80,95,13,3,Medical,1,2,4,2,1,5538,5696,5,Y,No,18,3,3,2,10,2,2,0,0,0,0
1289,No,35,Male,Divorced,Research & Development,Manufacturing Director,Non-Travel,1180,80,90,2,2,Medical,1,2,3,2,4,5762,24442,2,Y,No,14,3,3,1,15,6,3,7,7,1,7
1290,No,38,Male,Divorced,Human Resources,Human Resources,Non-Travel,1336,80,100,2,3,Human Resources,1,1,3,1,2,2592,7129,5,Y,No,13,3,4,3,13,3,3,11,10,3,8
1291,Yes,34,Male,Married,Research & Development,Laboratory Technician,Travel_Frequently,234,80,93,9,4,Life Sciences,1,4,3,2,1,5346,6208,4,Y,No,17,3,3,1,11,3,2,7,1,0,7
1292,Yes,37,Male,Single,Research & Development,Manufacturing Director,Travel_Rarely,370,80,58,10,4,Medical,1,4,3,2,1,4213,4992,1,Y,No,15,3,2,0,10,4,1,10,3,0,8
1293,No,39,Male,Divorced,Sales,Sales Executive,Travel_Frequently,766,80,83,20,3,Life Sciences,1,3,3,2,4,4127,19188,2,Y,No,18,3,4,1,7,6,3,2,1,2,2
1294,No,43,Male,Single,Research & Development,Research Scientist,Non-Travel,343,80,52,9,3,Life Sciences,1,1,3,1,3,2438,24978,4,Y,No,13,3,3,0,7,2,2,3,2,1,2
1295,No,41,Male,Single,Research & Development,Healthcare Representative,Travel_Rarely,447,80,85,5,3,Life Sciences,1,2,4,2,2,6870,15530,3,Y,No,12,3,1,0,11,3,1,3,2,1,2
1296,No,41,Female,Divorced,Sales,Sales Executive,Travel_Rarely,796,80,81,4,1,Marketing,1,3,3,3,3,10447,26458,0,Y,Yes,13,3,4,1,23,3,4,22,14,13,5
1297,No,30,Female,Single,Research & Development,Manufacturing Director,Travel_Rarely,1092,80,64,10,3,Medical,1,1,3,3,3,9667,2739,9,Y,No,14,3,2,0,9,3,3,7,7,0,2
1298,Yes,26,Female,Married,Human Resources,Human Resources,Travel_Rarely,920,80,69,20,2,Medical,1,4,3,1,2,2148,6889,0,Y,Yes,11,3,3,0,6,3,3,5,1,1,4
1299,Yes,46,Female,Married,Research & Development,Healthcare Representative,Travel_Rarely,261,80,66,21,2,Medical,1,4,3,2,2,8926,10842,4,Y,No,22,4,4,1,13,2,4,9,7,3,7
1300,No,40,Female,Divorced,Research & Development,Healthcare Representative,Travel_Rarely,1194,80,52,1,3,Life Sciences,1,3,3,2,4,6513,9060,4,Y,No,17,3,4,1,12,3,3,5,3,0,3
1301,No,34,Male,Married,Sales,Sales Executive,Travel_Rarely,810,80,92,8,2,Technical Degree,1,2,4,2,3,6799,22128,1,Y,No,21,4,3,2,10,5,3,10,8,4,8
1302,No,58,Male,Divorced,Sales,Manager,Non-Travel,350,80,52,2,3,Medical,1,2,3,4,2,16291,22577,4,Y,No,22,4,4,1,37,0,2,16,9,14,14
1303,No,35,Male,Married,Research & Development,Laboratory Technician,Travel_Rarely,185,80,91,23,4,Medical,1,2,1,1,3,2705,9696,0,Y,No,16,3,2,1,6,2,4,5,4,0,3
1304,No,47,Female,Divorced,Research & Development,Manufacturing Director,Travel_Rarely,1001,80,92,4,3,Life Sciences,1,3,2,3,2,10333,19271,8,Y,Yes,12,3,3,1,28,4,3,22,11,14,10
1305,No,40,Female,Divorced,Research & Development,Healthcare Representative,Travel_Rarely,750,80,47,12,3,Life Sciences,1,2,3,2,1,4448,10748,2,Y,No,12,3,2,1,15,3,3,7,4,7,7
1306,No,54,Female,Married,Research & Development,Research Scientist,Travel_Rarely,431,80,68,7,4,Medical,1,4,3,2,4,6854,15696,4,Y,No,15,3,2,1,14,2,2,7,1,1,7
1307,No,31,Female,Married,Sales,Sales Executive,Travel_Frequently,1125,80,68,7,4,Marketing,1,1,3,3,1,9637,8277,2,Y,No,14,3,4,2,9,3,3,3,2,2,2
1308,No,28,Female,Married,Research & Development,Research Scientist,Travel_Rarely,1217,80,67,1,3,Medical,1,3,3,1,1,3591,12719,1,Y,No,25,4,3,1,3,3,3,3,2,1,2
1309,No,38,Female,Married,Sales,Sales Representative,Travel_Rarely,723,80,77,2,4,Marketing,1,2,1,2,4,5405,4244,2,Y,Yes,20,4,1,2,20,4,2,4,2,0,3
1310,No,26,Male,Single,Sales,Sales Executive,Travel_Rarely,572,80,46,10,3,Medical,1,3,3,2,4,4684,9125,1,Y,No,13,3,1,0,5,4,3,5,3,1,2
1311,No,58,Male,Married,Research & Development,Research Director,Travel_Frequently,1216,80,87,15,4,Life Sciences,1,1,3,4,3,15787,21624,2,Y,Yes,14,3,2,0,23,3,3,2,2,2,2
1312,No,18,Female,Single,Research & Development,Research Scientist,Non-Travel,1431,80,33,14,3,Medical,1,2,3,1,3,1514,8018,1,Y,No,16,3,3,0,0,4,1,0,0,0,0
1313,Yes,31,Male,Married,Human Resources,Human Resources,Travel_Rarely,359,80,89,18,5,Human Resources,1,4,4,1,1,2956,21495,0,Y,No,17,3,3,0,2,4,3,1,0,0,0
1314,Yes,29,Male,Divorced,Human Resources,Human Resources,Travel_Rarely,350,80,56,13,3,Human Resources,1,1,2,1,1,2335,3157,4,Y,Yes,15,3,4,3,4,3,3,2,2,2,0
1315,No,45,Female,Married,Sales,Sales Executive,Non-Travel,589,80,67,2,4,Life Sciences,1,3,3,2,3,5154,19665,4,Y,No,22,4,2,2,10,3,4,8,7,5,7
1316,No,36,Female,Married,Research & Development,Research Scientist,Travel_Rarely,430,80,73,2,4,Other,1,4,3,2,2,6962,19573,4,Y,Yes,22,4,4,1,15,2,3,1,0,0,0
1317,No,43,Male,Married,Sales,Sales Executive,Travel_Frequently,1422,80,92,2,4,Life Sciences,1,1,3,2,4,5675,19246,1,Y,No,20,4,3,1,7,5,3,7,7,7,7
1318,No,27,Female,Single,Research & Development,Laboratory Technician,Travel_Frequently,1297,80,53,5,2,Life Sciences,1,4,3,1,4,2379,19826,0,Y,Yes,14,3,3,0,6,3,2,5,4,0,2
1319,No,29,Male,Married,Research & Development,Laboratory Technician,Travel_Frequently,574,80,40,20,1,Medical,1,4,3,1,4,3812,7003,1,Y,No,13,3,2,0,11,3,4,11,8,3,10
1320,No,32,Male,Single,Sales,Sales Executive,Travel_Frequently,1318,80,79,10,4,Marketing,1,4,3,2,4,4648,26075,8,Y,No,13,3,3,0,4,2,4,0,0,0,0
1321,No,42,Male,Married,Research & Development,Research Scientist,Non-Travel,355,80,38,10,4,Technical Degree,1,3,3,1,3,2936,6161,3,Y,No,22,4,2,2,10,1,2,6,3,3,3
1322,No,47,Female,Single,Research & Development,Laboratory Technician,Travel_Rarely,207,80,64,9,4,Life Sciences,1,2,3,1,3,2105,5411,4,Y,No,12,3,3,0,7,2,3,2,2,2,0
1323,No,46,Male,Divorced,Research & Development,Manufacturing Director,Travel_Rarely,706,80,82,2,2,Life Sciences,1,4,3,3,4,8578,19989,3,Y,No,14,3,3,1,12,4,2,9,8,4,7
1324,No,28,Male,Divorced,Human Resources,Human Resources,Non-Travel,280,80,43,1,2,Life Sciences,1,3,3,1,4,2706,10494,1,Y,No,15,3,2,1,3,2,3,3,2,2,2
1325,No,29,Male,Divorced,Research & Development,Healthcare Representative,Travel_Rarely,726,80,93,29,1,Life Sciences,1,4,1,2,3,6384,21143,8,Y,No,17,3,4,2,11,3,3,7,0,1,6
1326,No,42,Male,Single,Research & Development,Laboratory Technician,Travel_Rarely,1142,80,81,8,3,Life Sciences,1,4,3,1,3,3968,13624,4,Y,No,13,3,4,0,8,3,3,0,0,0,0
1327,Yes,32,Male,Single,Sales,Sales Executive,Travel_Rarely,414,80,82,2,4,Marketing,1,3,2,2,2,9907,26186,7,Y,Yes,12,3,3,0,7,3,2,2,2,2,2
1328,No,46,Female,Divorced,Sales,Sales Executive,Travel_Rarely,1319,80,45,3,3,Technical Degree,1,1,4,4,1,13225,7739,2,Y,No,12,3,4,1,25,5,3,19,17,2,8
1329,No,27,Female,Married,Sales,Sales Representative,Travel_Rarely,728,80,36,23,1,Medical,1,2,2,2,3,3540,7018,1,Y,No,21,4,4,1,9,5,3,9,8,5,8
1330,No,29,Male,Married,Human Resources,Human Resources,Travel_Rarely,352,80,87,6,1,Medical,1,4,2,1,2,2804,15434,1,Y,No,11,3,4,0,1,3,3,1,0,0,0
1331,No,43,Female,Married,Research & Development,Manager,Travel_Rarely,823,80,81,6,3,Medical,1,1,2,5,3,19392,22539,7,Y,No,13,3,4,0,21,2,3,16,12,6,14
1332,No,48,Male,Married,Research & Development,Research Director,Travel_Rarely,1224,80,91,10,3,Life Sciences,1,4,2,5,2,19665,13583,4,Y,No,12,3,4,0,29,3,3,22,10,12,9
1333,Yes,29,Male,Single,Research & Development,Research Scientist,Travel_Frequently,459,80,73,24,2,Life Sciences,1,4,2,1,4,2439,14753,1,Y,Yes,24,4,2,0,1,3,2,1,0,1,0
1334,Yes,46,Female,Married,Sales,Sales Executive,Travel_Rarely,1254,80,64,10,3,Life Sciences,1,3,3,3,2,7314,14011,5,Y,No,21,4,3,3,14,2,3,8,7,0,7
1335,No,27,Female,Married,Research & Development,Research Scientist,Travel_Frequently,1131,80,77,15,3,Life Sciences,1,4,2,1,1,4774,23844,0,Y,No,19,3,4,1,8,2,2,7,6,7,3
1336,No,39,Male,Divorced,Research & Development,Research Scientist,Travel_Rarely,835,80,41,19,4,Other,1,4,3,2,4,3902,5141,8,Y,No,14,3,2,3,7,2,3,2,2,2,2
1337,No,55,Male,Married,Research & Development,Research Scientist,Travel_Rarely,836,80,98,2,4,Technical Degree,1,2,2,1,4,2662,7975,8,Y,No,20,4,2,1,19,2,4,5,2,0,4
1338,No,28,Female,Married,Sales,Sales Representative,Travel_Rarely,1172,80,78,3,3,Medical,1,2,3,1,2,2856,3692,1,Y,No,19,3,4,1,1,3,3,1,0,0,0
1339,Yes,30,Male,Single,Sales,Sales Representative,Travel_Rarely,945,80,89,9,3,Medical,1,2,3,1,4,1081,16019,1,Y,No,13,3,3,0,1,3,2,1,0,0,0
1340,Yes,22,Male,Single,Research & Development,Research Scientist,Travel_Rarely,391,80,75,7,1,Life Sciences,1,4,3,1,2,2472,26092,1,Y,Yes,23,4,1,0,1,2,3,1,0,0,0
1341,No,36,Female,Married,Sales,Sales Executive,Travel_Rarely,1266,80,63,10,4,Technical Degree,1,2,2,2,3,5673,6060,1,Y,Yes,13,3,1,1,10,4,3,10,9,1,7
1342,No,31,Male,Divorced,Research & Development,Laboratory Technician,Travel_Rarely,311,80,89,20,3,Life Sciences,1,2,3,2,3,4197,18624,1,Y,No,11,3,1,1,10,2,3,10,8,0,2
1343,No,34,Male,Married,Sales,Sales Executive,Travel_Rarely,1480,80,64,4,3,Life Sciences,1,3,3,3,4,9713,24444,2,Y,Yes,13,3,4,3,9,3,3,5,3,1,0
1344,No,29,Male,Single,Research & Development,Laboratory Technician,Travel_Rarely,592,80,59,7,3,Life Sciences,1,4,3,1,1,2062,19384,3,Y,No,14,3,2,0,11,2,3,3,2,1,2
1345,No,37,Male,Married,Research & Development,Research Scientist,Travel_Rarely,783,80,78,7,4,Medical,1,4,3,2,1,4284,13588,5,Y,Yes,22,4,3,1,16,2,3,5,3,0,4
1346,No,35,Female,Married,Research & Development,Manufacturing Director,Travel_Rarely,219,80,44,16,2,Other,1,4,2,2,2,4788,25388,0,Y,Yes,11,3,4,0,4,2,3,3,2,0,2
1347,No,45,Female,Married,Research & Development,Manufacturing Director,Travel_Rarely,556,80,93,25,2,Life Sciences,1,2,2,2,4,5906,23888,0,Y,No,13,3,4,2,10,2,2,9,8,3,8
1348,No,36,Male,Single,Human Resources,Human Resources,Travel_Frequently,1213,80,94,2,1,Human Resources,1,2,2,2,4,3886,4223,1,Y,No,21,4,4,0,10,2,2,10,1,0,8
1349,No,40,Male,Divorced,Research & Development,Manager,Travel_Rarely,1137,80,98,1,4,Life Sciences,1,1,3,4,1,16823,18991,2,Y,No,11,3,1,1,22,3,3,19,7,11,16
1350,No,26,Female,Married,Research & Development,Research Scientist,Travel_Rarely,482,80,90,1,2,Life Sciences,1,2,2,1,3,2933,14908,1,Y,Yes,13,3,3,1,1,3,2,1,0,1,0
1351,No,27,Female,Single,Sales,Sales Executive,Travel_Rarely,511,80,89,2,2,Medical,1,1,4,2,3,6500,26997,0,Y,No,14,3,2,0,9,5,2,8,7,0,7
1352,No,48,Female,Divorced,Research & Development,Manager,Travel_Frequently,117,80,58,22,3,Medical,1,4,3,4,4,17174,2437,3,Y,No,11,3,2,1,24,3,3,22,17,4,7
1353,No,44,Male,Married,Research & Development,Healthcare Representative,Travel_Rarely,170,80,78,1,4,Life Sciences,1,2,4,2,1,5033,9364,2,Y,No,15,3,4,1,10,5,3,2,0,2,2
1354,Yes,34,Male,Married,Research & Development,Research Scientist,Non-Travel,967,80,85,16,4,Technical Degree,1,4,1,1,1,2307,14460,1,Y,Yes,23,4,2,1,5,2,3,5,2,3,0
1355,Yes,56,Male,Single,Research & Development,Laboratory Technician,Travel_Rarely,1162,80,97,24,2,Life Sciences,1,1,3,1,4,2587,10261,1,Y,No,16,3,4,0,5,3,3,4,2,1,0
1356,No,36,Male,Married,Sales,Sales Executive,Travel_Rarely,335,80,33,17,2,Marketing,1,3,2,2,2,5507,16822,2,Y,No,16,3,3,2,12,1,1,4,2,1,3
1357,No,41,Female,Married,Sales,Sales Executive,Travel_Rarely,337,80,54,8,3,Marketing,1,3,3,2,2,4393,26841,5,Y,No,21,4,3,1,14,3,3,5,4,1,4
1358,No,42,Male,Married,Research & Development,Research Director,Travel_Rarely,1396,80,83,6,3,Medical,1,3,3,3,1,13348,14842,9,Y,No,13,3,2,1,18,3,4,13,7,5,7
1359,No,31,Female,Divorced,Sales,Sales Executive,Travel_Rarely,1079,80,86,10,2,Medical,1,3,3,2,4,6583,20115,2,Y,Yes,11,3,4,1,8,2,3,5,2,1,4
1360,No,34,Female,Married,Sales,Sales Executive,Travel_Rarely,735,80,75,3,1,Medical,1,4,2,2,4,8103,16495,3,Y,Yes,12,3,3,0,9,3,2,4,2,0,1
1361,No,31,Female,Divorced,Research & Development,Laboratory Technician,Travel_Rarely,471,80,62,4,3,Medical,1,1,4,1,3,3978,16031,8,Y,No,12,3,2,1,4,0,2,2,2,2,2
1362,No,26,Male,Married,Research & Development,Laboratory Technician,Travel_Frequently,1096,80,61,6,3,Other,1,3,4,1,4,2544,7102,0,Y,No,18,3,1,1,8,3,3,7,7,7,7
1363,No,45,Male,Single,Research & Development,Healthcare Representative,Travel_Frequently,1297,80,44,1,4,Medical,1,2,3,2,3,5399,14511,4,Y,No,12,3,3,0,12,3,3,4,2,0,3
